Rank,Model,Epoch,Dataset,Excluded_From_Ranking,Is_Single_Class,Brier_Score,F1,Accuracy,Precision,Recall,Threshold,TP,TN,FP,FN,Total_Samples
38,Resnet_34,20,S&E,No,No,0.2172,0.5714,0.7857,0.8889,0.4211,0.23854717,8,36,1,11,56
38,Resnet_34,20,Authors,No,No,0.6172,0.5294,0.4074,0.9000,0.3750,0.10611595,9,2,1,15,27
38,Resnet_34,20,UrbanSound,No,Yes,0.0221,N/A,0.9917,N/A,N/A,0.97485723,0,8255,69,0,8324
38,Resnet_34,20,Wonjun_Yi,No,Yes,1.0000,N/A,0.0000,N/A,N/A,0.00015900,0,0,0,78966,78966
39,Resnet_34,100,CalibrationDataset,Yes,No,0.3767,0.0349,0.6236,0.8462,0.0178,0.72267072,11,998,2,607,1618
39,Resnet_34,100,DronePrint,No,Yes,0.9857,N/A,0.0833,N/A,N/A,0.08731642,1,0,0,11,12
39,Resnet_34,100,Emo,No,Yes,0.0000,N/A,0.8216,N/A,N/A,0.00004600,0,304,66,0,370
39,Resnet_34,100,ESC-50,No,Yes,0.0021,N/A,0.9982,N/A,N/A,0.88765625,0,1671,3,0,1674
39,Resnet_34,100,Fusion,Yes,No,0.8898,0.0004,0.1092,0.0442,0.0002,0.30040691,15,10084,324,82067,92490
39,Resnet_34,100,H-2,No,Yes,1.0000,N/A,0.0069,N/A,N/A,0.00004600,21,0,0,3040,3061
39,Resnet_34,100,S&E,No,No,0.2487,0.5333,0.7500,0.7273,0.4211,0.95767104,8,34,3,11,56
39,Resnet_34,100,Authors,No,No,0.6767,0.5294,0.4074,0.9000,0.3750,0.05877855,9,2,1,15,27
39,Resnet_34,100,UrbanSound,No,Yes,0.0270,N/A,0.9851,N/A,N/A,0.97787941,0,8200,124,0,8324
39,Resnet_34,100,Wonjun_Yi,No,Yes,1.0000,N/A,0.0000,N/A,N/A,0.00004600,0,0,0,78966,78966
40,Resnet_34,1,CalibrationDataset,Yes,No,0.9253,0.1372,0.0828,0.1071,0.1909,0.96616160,118,16,984,500,1618
40,Resnet_34,1,DronePrint,No,Yes,0.0000,N/A,1.0000,N/A,N/A,0.99720400,12,0,0,0,12
40,Resnet_34,1,Emo,No,Yes,1.0000,N/A,0.0000,N/A,N/A,0.99720400,0,0,370,0,370
40,Resnet_34,1,ESC-50,No,Yes,0.9993,N/A,0.0018,N/A,N/A,0.96172004,0,3,1671,0,1674
40,Resnet_34,1,Fusion,Yes,No,0.9639,0.0654,0.0373,0.2362,0.0380,0.97618055,3116,334,10074,78966,92490
40,Resnet_34,1,H-2,No,Yes,0.0000,N/A,1.0000,N/A,N/A,0.99720400,3061,0,0,0,3061
40,Resnet_34,1,S&E,No,No,0.6607,0.5067,0.3393,0.3393,1.0000,0.97618055,19,0,37,0,56
40,Resnet_34,1,Authors,No,No,0.1111,0.9412,0.8889,0.8889,1.0000,0.99720400,24,0,3,0,27
40,Resnet_34,1,UrbanSound,No,Yes,0.9729,N/A,0.0401,N/A,N/A,0.97930469,0,334,7990,0,8324
40,Resnet_34,1,Wonjun_Yi,No,Yes,1.0000,N/A,0.0000,N/A,N/A,0.99720400,0,0,0,78966,78966
41,Resnet_34,10,CalibrationDataset,Yes,No,0.9271,0.1359,0.0729,0.1055,0.1909,0.49950000,118,0,1000,500,1618
41,Resnet_34,10,DronePrint,No,Yes,0.0000,N/A,1.0000,N/A,N/A,0.49950000,12,0,0,0,12
41,Resnet_34,10,Emo,No,Yes,1.0000,N/A,0.0000,N/A,N/A,0.49950000,0,0,370,0,370
41,Resnet_34,10,ESC-50,No,Yes,1.0000,N/A,0.0000,N/A,N/A,0.49950000,0,0,1674,0,1674
41,Resnet_34,10,Fusion,Yes,No,0.9639,0.0654,0.0364,0.2348,0.0380,0.97733548,3116,255,10153,78966,92490
41,Resnet_34,10,H-2,No,Yes,0.0000,N/A,1.0000,N/A,N/A,0.49950000,3061,0,0,0,3061
41,Resnet_34,10,S&E,No,No,0.6607,0.5067,0.3393,0.3393,1.0000,0.49950000,19,0,37,0,56
41,Resnet_34,10,Authors,No,No,0.1111,0.9412,0.8889,0.8889,1.0000,0.49950000,24,0,3,0,27
41,Resnet_34,10,UrbanSound,No,Yes,0.9735,N/A,0.0306,N/A,N/A,0.97733548,0,255,8069,0,8324
41,Resnet_34,10,Wonjun_Yi,No,Yes,1.0000,N/A,0.0000,N/A,N/A,0.49950000,0,0,0,78966,78966
42,Resnet_34,5,CalibrationDataset,Yes,No,0.9271,0.1359,0.0729,0.1055,0.1909,0.49650000,118,0,1000,500,1618
42,Resnet_34,5,DronePrint,No,Yes,0.0000,N/A,1.0000,N/A,N/A,0.49650000,12,0,0,0,12
42,Resnet_34,5,Emo,No,Yes,1.0000,N/A,0.0000,N/A,N/A,0.49650000,0,0,370,0,370
42,Resnet_34,5,ESC-50,No,Yes,1.0000,N/A,0.0000,N/A,N/A,0.49650000,0,0,1674,0,1674
42,Resnet_34,5,Fusion,Yes,No,0.9643,0.0653,0.0361,0.2342,0.0380,0.97700664,3116,219,10189,78966,92490
42,Resnet_34,5,H-2,No,Yes,0.0000,N/A,1.0000,N/A,N/A,0.49650000,3061,0,0,0,3061
42,Resnet_34,5,S&E,No,No,0.6607,0.5067,0.3393,0.3393,1.0000,0.49650000,19,0,37,0,56
42,Resnet_34,5,Authors,No,No,0.1111,0.9412,0.8889,0.8889,1.0000,0.49650000,24,0,3,0,27
42,Resnet_34,5,UrbanSound,No,Yes,0.9777,N/A,0.0263,N/A,N/A,0.97700664,0,219,8105,0,8324
42,Resnet_34,5,Wonjun_Yi,No,Yes,1.0000,N/A,0.0000,N/A,N/A,0.49650000,0,0,0,78966,78966
